"SAT.V","SAT.Q","SAT.C","School","GPA","Status"
590,580,1170,"BUSINESS",2.8333,"G"
510,630,1140,"NATURAL SCIENCE",2.2426,"G"
600,540,1140,"LIBERAL ARTS",2.3166,"G"
750,720,1470,"BUSINESS",3.6015,"G"
540,650,1190,"ENGINEERING",3.6971,"G"
730,750,1480,"LIBERAL ARTS",3.8705,"G"
500,550,1050,"BUSINESS",2.8888,"G"
530,590,1120,"BUSINESS",3.2142,"G"
560,590,1150,"NATURAL SCIENCE",3.3962,"G"
580,690,1270,"LIBERAL ARTS",2.57,"G"
500,620,1120,"EDUCATION",2.6822,"G"
590,610,1200,"NATURAL SCIENCE",3.1452,"G"
570,560,1130,"COMMUNICATIONS",2.631,"G"
530,600,1130,"LIBERAL ARTS",3.6111,"G"
530,580,1110,"BUSINESS",2.6574,"G"
800,760,1560,"LIBERAL ARTS",3.8372,"G"
560,560,1120,"BUSINESS",2.5545,"G"
530,640,1170,"LIBERAL ARTS",3.2978,"G"
540,690,1230,"BUSINESS",3.419,"G"
730,600,1330,"LIBERAL ARTS",3.8474,"G"
630,590,1220,"LIBERAL ARTS",2.6814,"G"
500,590,1090,"NATURAL SCIENCE",2.3812,"G"
560,640,1200,"LIBERAL ARTS",2.2543,"G"
700,650,1350,"LIBERAL ARTS",3.3333,"G"
710,690,1400,"NATURAL SCIENCE",2.2844,"G"
520,620,1140,"NATURAL SCIENCE",2.4732,"G"
610,600,1210,"NATURAL SCIENCE",2.8039,"G"
640,710,1350,"BUSINESS",3.6581,"G"
600,520,1120,"LIBERAL ARTS",2.2461,"G"
560,610,1170,"LIBERAL ARTS",3.5137,"G"
570,600,1170,"NATURAL SCIENCE",3.5444,"G"
560,590,1150,"NATURAL SCIENCE",3.3565,"G"
620,690,1310,"ENGINEERING",3.7407,"G"
510,550,1060,"FINE ARTS",3.8226,"G"
650,600,1250,"LIBERAL ARTS",3.3877,"G"
660,690,1350,"LIBERAL ARTS",3.2521,"G"
750,620,1370,"NATURAL SCIENCE",2.0084,"G"
600,600,1200,"LIBERAL ARTS",2.0283,"G"
620,670,1290,"NATURAL SCIENCE",2.9072,"G"
580,630,1210,"LIBERAL ARTS",3.1283,"G"
640,640,1280,"LIBERAL ARTS",3.2772,"G"
600,620,1220,"NATURAL SCIENCE",2.272,"G"
790,790,1580,"ENGINEERING",3.6081,"G"
530,620,1150,"LIBERAL ARTS",3.0322,"G"
480,680,1160,"LIBERAL ARTS",3.0412,"G"
670,660,1330,"LIBERAL ARTS",3.2019,"G"
510,510,1020,"LIBERAL ARTS",2.6928,"G"
700,660,1360,"ENGINEERING",3.7972,"G"
710,770,1480,"LIBERAL ARTS",3.9285,"G"
730,710,1440,"LIBERAL ARTS",3.8041,"G"
640,530,1170,"LIBERAL ARTS",3.9444,"G"
400,480,880,"LIBERAL ARTS",2.4244,"G"
520,470,990,"LIBERAL ARTS",2.7044,"G"
510,440,950,"LIBERAL ARTS",2.7321,"G"
610,650,1260,"LIBERAL ARTS",3.8,"G"
420,390,810,"LIBERAL ARTS",2.3305,"G"
620,650,1270,"LIBERAL ARTS",2.5109,"G"
480,460,940,"LIBERAL ARTS",2.4055,"G"
600,560,1160,"LIBERAL ARTS",3.8018,"G"
620,660,1280,"NATURAL SCIENCE",3.5108,"G"
620,630,1250,"LIBERAL ARTS",3.7923,"G"
520,620,1140,"LIBERAL ARTS",2.6481,"G"
580,700,1280,"COMMUNICATIONS",2.9902,"G"
440,550,990,"ENGINEERING",2.923,"G"
760,740,1500,"LIBERAL ARTS",3.3795,"G"
720,660,1380,"NATURAL SCIENCE",3.3898,"G"
630,610,1240,"LIBERAL ARTS",3.2934,"G"
590,630,1220,"LIBERAL ARTS",3.4534,"G"
480,630,1110,"LIBERAL ARTS",3.576,"G"
440,530,970,"NATURAL SCIENCE",3.5073,"G"
410,390,800,"NATURAL SCIENCE",2.4444,"G"
680,670,1350,"FINE ARTS",2.7379,"G"
480,710,1190,"NATURAL SCIENCE",2.6842,"G"
540,700,1240,"NATURAL SCIENCE",3.088,"G"
430,420,850,"LIBERAL ARTS",2.7769,"G"
630,670,1300,"LIBERAL ARTS",2.6744,"G"
620,630,1250,"ENGINEERING",2.7549,"G"
760,720,1480,"NATURAL SCIENCE",3.9687,"G"
630,540,1170,"LIBERAL ARTS",3.1696,"G"
690,710,1400,"ENGINEERING",3.226,"G"
630,630,1260,"NATURAL SCIENCE",2.8353,"G"
420,430,850,"BUSINESS",2.6363,"G"
660,660,1320,"NATURAL SCIENCE",2.6642,"G"
510,510,1020,"BUSINESS",2.584,"G"
610,630,1240,"LIBERAL ARTS",3.0729,"G"
580,660,1240,"LIBERAL ARTS",3.3333,"G"
550,650,1200,"ENGINEERING",2.6803,"G"
560,550,1110,"LIBERAL ARTS",2.4552,"G"
610,720,1330,"LIBERAL ARTS",2.6228,"G"
630,660,1290,"LIBERAL ARTS",3.2075,"G"
630,670,1300,"ENGINEERING",2.6488,"G"
560,640,1200,"LIBERAL ARTS",2.7666,"G"
480,700,1180,"NURSING",3.8035,"G"
530,680,1210,"BUSINESS",3.826,"G"
520,660,1180,"NATURAL SCIENCE",3.1165,"G"
630,610,1240,"ENGINEERING",3.6393,"G"
530,620,1150,"NATURAL SCIENCE",3.3627,"G"
740,650,1390,"LIBERAL ARTS",3.6168,"G"
650,570,1220,"LIBERAL ARTS",2.2682,"G"
530,590,1120,"NATURAL SCIENCE",2.546,"G"
620,610,1230,"LIBERAL ARTS",2.7592,"G"
440,670,1110,"ENGINEERING",2.8016,"G"
530,580,1110,"BUSINESS",3.4418,"G"
660,650,1310,"LIBERAL ARTS",2.3862,"G"
500,610,1110,"LIBERAL ARTS",3.5048,"G"
590,610,1200,"LIBERAL ARTS",3.7375,"G"
570,690,1260,"NATURAL SCIENCE",3.6826,"G"
610,550,1160,"LIBERAL ARTS",3.2366,"G"
580,580,1160,"BUSINESS",3.2173,"G"
500,550,1050,"EDUCATION",3.8455,"G"
650,600,1250,"COMMUNICATIONS",2.8492,"G"
470,590,1060,"BUSINESS",3.344,"G"
580,730,1310,"BUSINESS",3.9732,"G"
530,510,1040,"LIBERAL ARTS",3.2605,"G"
530,610,1140,"BUSINESS",3.0693,"G"
690,570,1260,"LIBERAL ARTS",3.6115,"G"
390,500,890,"BUSINESS",2.7115,"G"
700,680,1380,"ENGINEERING",3.2695,"G"
410,490,900,"BUSINESS",2.9075,"G"
520,620,1140,"LIBERAL ARTS",3.7786,"G"
550,670,1220,"LIBERAL ARTS",2.0079,"G"
690,700,1390,"NATURAL SCIENCE",3.4822,"G"
470,470,940,"LIBERAL ARTS",3.3584,"G"
540,680,1220,"LIBERAL ARTS",2.5185,"G"
480,560,1040,"LIBERAL ARTS",3.8543,"G"
590,630,1220,"LIBERAL ARTS",3.2702,"G"
600,580,1180,"NATURAL SCIENCE",3.5035,"G"
760,710,1470,"LIBERAL ARTS",3.9795,"G"
650,610,1260,"NATURAL SCIENCE",3.438,"G"
610,590,1200,"LIBERAL ARTS",3.215,"G"
600,610,1210,"NATURAL SCIENCE",3.0777,"G"
710,640,1350,"BUSINESS",3.303,"G"
660,600,1260,"LIBERAL ARTS",3.1428,"G"
680,670,1350,"NATURAL SCIENCE",4,"G"
630,740,1370,"ENGINEERING",3.225,"G"
560,690,1250,"ENGINEERING",3.2394,"G"
500,600,1100,"NATURAL SCIENCE",2.5437,"G"
670,800,1470,"ENGINEERING",4,"G"
700,700,1400,"LIBERAL ARTS",3.5923,"G"
560,660,1220,"NATURAL SCIENCE",2.5912,"G"
530,680,1210,"NATURAL SCIENCE",2.4122,"G"
500,690,1190,"BUSINESS",3.0277,"G"
660,630,1290,"BUSINESS",2.8969,"G"
590,510,1100,"NATURAL SCIENCE",3.4062,"G"
460,460,920,"FINE ARTS",3.1078,"G"
730,790,1520,"LIBERAL ARTS",3.9774,"G"
690,650,1340,"LIBERAL ARTS",2.5479,"G"
570,770,1340,"BUSINESS",3.8,"G"
630,590,1220,"NATURAL SCIENCE",2.788,"G"
520,550,1070,"LIBERAL ARTS",3.9117,"G"
540,640,1180,"NURSING",3.2131,"G"
630,650,1280,"ENGINEERING",3.3043,"G"
510,710,1220,"ENGINEERING",3.7345,"G"
670,690,1360,"FINE ARTS",3.8863,"G"
600,680,1280,"BUSINESS",3.8762,"G"
630,640,1270,"LIBERAL ARTS",3.2727,"G"
610,510,1120,"NATURAL SCIENCE",2.4812,"G"
490,480,970,"EDUCATION",2.089,"G"
660,620,1280,"ENGINEERING",2.8508,"G"
590,630,1220,"LIBERAL ARTS",3.3937,"G"
630,580,1210,"EDUCATION",3.7216,"G"
550,490,1040,"LIBERAL ARTS",3.5471,"G"
570,600,1170,"COMMUNICATIONS",3.3644,"G"
420,490,910,"LIBERAL ARTS",2.7874,"G"
560,530,1090,"LIBERAL ARTS",3.0769,"G"
700,630,1330,"LIBERAL ARTS",2.9259,"G"
750,690,1440,"NATURAL SCIENCE",3.653,"G"
720,760,1480,"LIBERAL ARTS",3.6115,"G"
680,670,1350,"NATURAL SCIENCE",3.4882,"G"
660,640,1300,"LIBERAL ARTS",2.2936,"G"
480,570,1050,"LIBERAL ARTS",3.0979,"G"
520,520,1040,"NATURAL SCIENCE",3.5984,"G"
620,700,1320,"LIBERAL ARTS",3.8548,"G"
520,470,990,"LIBERAL ARTS",2.264,"G"
700,510,1210,"LIBERAL ARTS",3.46,"G"
540,520,1060,"NATURAL SCIENCE",3.5321,"G"
590,800,1390,"ENGINEERING",3.8604,"G"
580,570,1150,"LIBERAL ARTS",3.9734,"G"
600,760,1360,"BUSINESS",3.3333,"G"
540,580,1120,"ENGINEERING",2.6304,"G"
710,660,1370,"BUSINESS",3.7358,"G"
510,610,1120,"NATURAL SCIENCE",4,"G"
630,540,1170,"FINE ARTS",2.7786,"G"
560,610,1170,"NATURAL SCIENCE",2.5128,"G"
690,660,1350,"ENGINEERING",3.1623,"G"
560,540,1100,"NATURAL SCIENCE",3.0232,"G"
580,540,1120,"COMMUNICATIONS",3.85,"G"
660,630,1290,"COMMUNICATIONS",3.6386,"G"
470,550,1020,"LIBERAL ARTS",2.3684,"G"
600,650,1250,"ARCHITECTURE",2.8514,"G"
700,600,1300,"BUSINESS",3.8137,"G"
700,690,1390,"BUSINESS",3.192,"G"
490,530,1020,"ENGINEERING",2.7016,"G"
590,640,1230,"LIBERAL ARTS",3.3944,"G"
470,430,900,"COMMUNICATIONS",3.1477,"G"
610,610,1220,"LIBERAL ARTS",2.319,"G"
510,620,1130,"FINE ARTS",3.7372,"G"
700,740,1440,"ENGINEERING",3.2781,"G"
460,380,840,"BUSINESS",2.6896,"G"
500,480,980,"LIBERAL ARTS",3.1603,"G"
720,760,1480,"ARCHITECTURE",3.6623,"G"
680,680,1360,"LIBERAL ARTS",3.4631,"G"
480,570,1050,"LIBERAL ARTS",2.8974,"G"
530,590,1120,"LIBERAL ARTS",2.5639,"G"
560,640,1200,"BUSINESS",2.7524,"G"
620,590,1210,"FINE ARTS",3.6129,"G"
600,520,1120,"EDUCATION",2.2952,"G"
710,670,1380,"LIBERAL ARTS",3.8762,"G"
660,660,1320,"COMMUNICATIONS",3.1875,"G"
510,550,1060,"BUSINESS",2.8037,"G"
580,650,1230,"ENGINEERING",3.155,"G"
690,680,1370,"ENGINEERING",3.3333,"G"
480,470,950,"LIBERAL ARTS",2.7443,"G"
690,650,1340,"FINE ARTS",2.6258,"G"
600,710,1310,"BUSINESS",3.6082,"G"
540,560,1100,"LIBERAL ARTS",2.9255,"G"
680,680,1360,"NATURAL SCIENCE",4,"G"
690,800,1490,"BUSINESS",2.6754,"G"
710,730,1440,"ENGINEERING",3.6641,"G"
600,560,1160,"LIBERAL ARTS",3.093,"G"
630,570,1200,"LIBERAL ARTS",3.1481,"G"
620,610,1230,"LIBERAL ARTS",2.6713,"G"
570,540,1110,"LIBERAL ARTS",2.5263,"G"
680,720,1400,"ENGINEERING",2.6384,"G"
530,580,1110,"LIBERAL ARTS",2.5253,"G"
710,690,1400,"BUSINESS",3.9166,"G"
690,720,1410,"COMMUNICATIONS",3.3739,"G"
530,720,1250,"ENGINEERING",3.2368,"G"
670,590,1260,"LIBERAL ARTS",3.7669,"G"
660,520,1180,"LIBERAL ARTS",2.2653,"G"
550,590,1140,"NATURAL SCIENCE",3.5765,"G"
670,630,1300,"LIBERAL ARTS",2.6721,"G"
640,700,1340,"NATURAL SCIENCE",3.5471,"G"
600,560,1160,"BUSINESS",2.7415,"G"
480,510,990,"BUSINESS",3.5785,"G"
670,630,1300,"ENGINEERING",2.4645,"G"
580,490,1070,"LIBERAL ARTS",3.125,"G"
800,800,1600,"LIBERAL ARTS",3.9358,"G"
640,650,1290,"BUSINESS",3.7169,"G"
570,580,1150,"LIBERAL ARTS",3.2941,"G"
490,590,1080,"NATURAL SCIENCE",2.8545,"G"
600,630,1230,"NATURAL SCIENCE",2.9652,"G"
700,800,1500,"BUSINESS",3.9784,"G"
570,490,1060,"EDUCATION",3.0434,"G"
440,420,860,"EDUCATION",3.4793,"G"
610,600,1210,"NATURAL SCIENCE",2.9509,"G"
750,750,1500,"BUSINESS",3.8807,"G"
600,600,1200,"FINE ARTS",3.3773,"G"
620,790,1410,"NATURAL SCIENCE",3.9248,"G"
580,660,1240,"ENGINEERING",3.3442,"G"
630,580,1210,"NATURAL SCIENCE",2.5476,"G"
540,560,1100,"NATURAL SCIENCE",3.3908,"G"
630,710,1340,"LIBERAL ARTS",3.3225,"G"
490,600,1090,"LIBERAL ARTS",2.6636,"G"
550,550,1100,"NATURAL SCIENCE",3.0813,"G"
620,610,1230,"COMMUNICATIONS",3.617,"G"
790,600,1390,"ENGINEERING",2.8992,"G"
630,660,1290,"FINE ARTS",3.5142,"G"
550,500,1050,"BUSINESS",3.387,"G"
520,680,1200,"NATURAL SCIENCE",3.0827,"G"
570,550,1120,"BUSINESS",2.5,"G"
600,610,1210,"NATURAL SCIENCE",2.0317,"G"
630,670,1300,"ENGINEERING",3.6461,"G"
730,730,1460,"LIBERAL ARTS",3.9727,"G"
630,640,1270,"LIBERAL ARTS",3.155,"G"
640,620,1260,"BUSINESS",2.258,"G"
580,630,1210,"ENGINEERING",3.307,"G"
620,560,1180,"NATURAL SCIENCE",3.2148,"G"
710,710,1420,"LIBERAL ARTS",2.2857,"G"
620,700,1320,"NATURAL SCIENCE",2.0327,"G"
660,680,1340,"LIBERAL ARTS",3.8369,"G"
590,600,1190,"LIBERAL ARTS",2.9117,"G"
650,640,1290,"LIBERAL ARTS",2.5966,"G"
560,520,1080,"BUSINESS",2.64,"G"
390,480,870,"LIBERAL ARTS",3.0824,"G"
630,800,1430,"BUSINESS",3.7352,"G"
510,700,1210,"BUSINESS",3.1428,"G"
570,530,1100,"COMMUNICATIONS",2.734,"G"
490,490,980,"LIBERAL ARTS",2.4964,"G"
550,600,1150,"BUSINESS",3.0404,"G"
570,680,1250,"ENGINEERING",2.3412,"G"
800,610,1410,"LIBERAL ARTS",3.1588,"G"
620,710,1330,"ARCHITECTURE",3.4771,"G"
680,640,1320,"LIBERAL ARTS",3.5098,"G"
570,720,1290,"ENGINEERING",3.11,"G"
520,680,1200,"LIBERAL ARTS",3.2376,"G"
570,700,1270,"ENGINEERING",2.8695,"G"
560,570,1130,"NATURAL SCIENCE",2.726,"G"
660,690,1350,"LIBERAL ARTS",3.2346,"G"
480,520,1000,"NATURAL SCIENCE",2.8275,"G"
480,500,980,"BUSINESS",3.4444,"G"
800,690,1490,"ENGINEERING",3.653,"G"
590,660,1250,"NURSING",3.307,"G"
580,600,1180,"NATURAL SCIENCE",3.1631,"G"
530,650,1180,"LIBERAL ARTS",3.02,"G"
410,530,940,"BUSINESS",2.5508,"G"
560,610,1170,"LIBERAL ARTS",2.7619,"G"
770,760,1530,"ENGINEERING",3.3956,"G"
450,450,900,"BUSINESS",2.5327,"G"
510,590,1100,"NURSING",3.1864,"G"
600,640,1240,"NATURAL SCIENCE",3.1862,"G"
540,610,1150,"NATURAL SCIENCE",3.5981,"G"
490,530,1020,"BUSINESS",3.3402,"G"
380,530,910,"NATURAL SCIENCE",2.6528,"G"
580,630,1210,"LIBERAL ARTS",3.4956,"G"
570,590,1160,"LIBERAL ARTS",3.0631,"G"
510,550,1060,"ENGINEERING",2.1304,"G"
680,740,1420,"NATURAL SCIENCE",3.3195,"G"
580,570,1150,"LIBERAL ARTS",3.9508,"G"
520,520,1040,"FINE ARTS",3.3902,"G"
590,550,1140,"LIBERAL ARTS",3.3203,"G"
600,730,1330,"LIBERAL ARTS",3.7961,"G"
650,700,1350,"NATURAL SCIENCE",2.0975,"G"
600,610,1210,"COMMUNICATIONS",3.1844,"G"
530,480,1010,"EDUCATION",3.0719,"G"
610,580,1190,"NATURAL SCIENCE",2.3464,"G"
470,580,1050,"ENGINEERING",3.7338,"G"
580,690,1270,"BUSINESS",3.8404,"G"
540,600,1140,"BUSINESS",3.268,"G"
730,550,1280,"LIBERAL ARTS",3.4609,"G"
600,600,1200,"NATURAL SCIENCE",3.6842,"G"
620,690,1310,"NATURAL SCIENCE",2.937,"G"
580,680,1260,"COMMUNICATIONS",3.7029,"G"
530,520,1050,"NATURAL SCIENCE",3.2826,"G"
710,540,1250,"NATURAL SCIENCE",3.1487,"G"
570,700,1270,"NATURAL SCIENCE",3.324,"G"
500,490,990,"LIBERAL ARTS",2.65,"G"
570,700,1270,"NATURAL SCIENCE",3.647,"G"
560,650,1210,"NATURAL SCIENCE",3.1709,"G"
650,590,1240,"LIBERAL ARTS",3.8314,"G"
600,660,1260,"LIBERAL ARTS",3.3333,"G"
550,550,1100,"NATURAL SCIENCE",2.9515,"G"
610,500,1110,"ENGINEERING",2.6969,"G"
500,600,1100,"LIBERAL ARTS",2.4482,"G"
730,700,1430,"LIBERAL ARTS",3.809,"G"
570,590,1160,"COMMUNICATIONS",2.7227,"G"
760,800,1560,"LIBERAL ARTS",3.982,"G"
600,660,1260,"COMMUNICATIONS",3.7656,"G"
530,580,1110,"EDUCATION",3.4803,"G"
700,570,1270,"NATURAL SCIENCE",2.448,"G"
650,650,1300,"BUSINESS",3.6868,"G"
540,590,1130,"NATURAL SCIENCE",3.2809,"G"
670,790,1460,"NATURAL SCIENCE",3.8029,"G"
720,650,1370,"NATURAL SCIENCE",3.8521,"G"
520,500,1020,"LIBERAL ARTS",2.4814,"G"
610,530,1140,"LIBERAL ARTS",2.6272,"G"
570,580,1150,"NATURAL SCIENCE",3.3615,"G"
530,600,1130,"LIBERAL ARTS",3.6129,"G"
610,570,1180,"COMMUNICATIONS",2.8426,"G"
640,610,1250,"BUSINESS",3.6,"G"
570,640,1210,"ENGINEERING",2.2733,"G"
570,540,1110,"ENGINEERING",3.438,"G"
640,580,1220,"BUSINESS",2.9166,"G"
440,460,900,"LIBERAL ARTS",2.6299,"G"
590,660,1250,"EDUCATION",2.8661,"G"
690,610,1300,"BUSINESS",3.5217,"G"
720,620,1340,"LIBERAL ARTS",3.7938,"G"
530,630,1160,"NATURAL SCIENCE",2.7744,"G"
650,700,1350,"ENGINEERING",3.7536,"G"
560,640,1200,"LIBERAL ARTS",2.1162,"G"
650,640,1290,"LIBERAL ARTS",2.5905,"G"
610,680,1290,"LIBERAL ARTS",3.8144,"G"
560,660,1220,"ENGINEERING",3.6511,"G"
570,550,1120,"COMMUNICATIONS",3.7021,"G"
760,650,1410,"LIBERAL ARTS",3.822,"G"
640,490,1130,"BUSINESS",3.0204,"G"
500,640,1140,"NATURAL SCIENCE",3.472,"G"
610,790,1400,"NATURAL SCIENCE",3.939,"G"
450,570,1020,"ENGINEERING",2.82,"G"
550,500,1050,"NATURAL SCIENCE",3.6851,"G"
580,490,1070,"LIBERAL ARTS",2.8582,"G"
580,550,1130,"NATURAL SCIENCE",2.9652,"G"
650,650,1300,"NATURAL SCIENCE",2.3027,"G"
580,680,1260,"ENGINEERING",3.6106,"G"
590,550,1140,"LIBERAL ARTS",2.9217,"G"
560,630,1190,"NATURAL SCIENCE",3.4859,"G"
580,500,1080,"NATURAL SCIENCE",2.4223,"G"
570,630,1200,"BUSINESS",3.1276,"G"
640,650,1290,"FINE ARTS",3.6826,"G"
650,800,1450,"ENGINEERING",3.3059,"G"
610,620,1230,"NATURAL SCIENCE",2.8582,"G"
580,580,1160,"NATURAL SCIENCE",3.048,"G"
530,700,1230,"LIBERAL ARTS",2.8316,"G"
640,500,1140,"FINE ARTS",3.1851,"G"
620,680,1300,"BUSINESS",2.4594,"G"
670,710,1380,"BUSINESS",3.9622,"G"
560,540,1100,"NATURAL SCIENCE",3.0168,"G"
580,510,1090,"EDUCATION",3.5922,"G"
590,630,1220,"ENGINEERING",3.469,"G"
510,490,1000,"BUSINESS",2.594,"G"
720,700,1420,"LIBERAL ARTS",3.848,"G"
580,640,1220,"LIBERAL ARTS",3.6637,"G"
590,690,1280,"NATURAL SCIENCE",3.5462,"G"
750,790,1540,"LIBERAL ARTS",2.7071,"G"
470,540,1010,"LIBERAL ARTS",3.0162,"G"
560,700,1260,"LIBERAL ARTS",2.5973,"G"
520,610,1130,"LIBERAL ARTS",2.4418,"G"
590,610,1200,"BUSINESS",3.3958,"G"
630,620,1250,"LIBERAL ARTS",3.8085,"G"
570,560,1130,"LIBERAL ARTS",3.6,"G"
470,680,1150,"NATURAL SCIENCE",2.9357,"G"
750,740,1490,"BUSINESS",3.8301,"G"
470,480,950,"NATURAL SCIENCE",2.7114,"G"
620,530,1150,"LIBERAL ARTS",3.2288,"G"
620,660,1280,"FINE ARTS",3.2272,"G"
600,530,1130,"NATURAL SCIENCE",3.5862,"G"
560,480,1040,"LIBERAL ARTS",3.2869,"G"
700,710,1410,"NATURAL SCIENCE",3.5225,"G"
610,540,1150,"LIBERAL ARTS",3.019,"G"
600,520,1120,"LIBERAL ARTS",2.9181,"G"
560,520,1080,"EDUCATION",3.8421,"G"
580,490,1070,"COMMUNICATIONS",3.1592,"G"
700,800,1500,"NATURAL SCIENCE",2.7327,"G"
580,600,1180,"BUSINESS",2.8545,"G"
460,540,1000,"LIBERAL ARTS",3.3333,"G"
630,770,1400,"BUSINESS",3.8059,"G"
530,680,1210,"ENGINEERING",2.2328,"G"
570,620,1190,"NATURAL SCIENCE",3.0833,"G"
550,640,1190,"NATURAL SCIENCE",3.3398,"G"
560,700,1260,"NATURAL SCIENCE",3.8476,"G"
500,610,1110,"NATURAL SCIENCE",3.1048,"G"
670,610,1280,"LIBERAL ARTS",3.9343,"G"
430,730,1160,"ENGINEERING",2.872,"G"
580,650,1230,"BUSINESS",3.8709,"G"
590,570,1160,"NATURAL SCIENCE",3.5547,"G"
550,660,1210,"BUSINESS",3.7166,"G"
690,800,1490,"ENGINEERING",3.8741,"G"
640,480,1120,"EDUCATION",2.844,"G"
560,580,1140,"NATURAL SCIENCE",3.6372,"G"
520,620,1140,"LIBERAL ARTS",3.413,"G"
540,590,1130,"BUSINESS",2.9716,"G"
540,660,1200,"NATURAL SCIENCE",3.2524,"G"
680,530,1210,"EDUCATION",3.0098,"G"
620,540,1160,"LIBERAL ARTS",3.3482,"G"
620,740,1360,"BUSINESS",3.659,"G"
700,620,1320,"ENGINEERING",3.3125,"G"
600,680,1280,"ENGINEERING",3.2,"G"
530,570,1100,"LIBERAL ARTS",2.7931,"G"
500,570,1070,"FINE ARTS",3.1287,"G"
590,700,1290,"COMMUNICATIONS",3.2187,"G"
620,650,1270,"LIBERAL ARTS",3.5673,"G"
550,680,1230,"BUSINESS",3.238,"G"
560,570,1130,"LIBERAL ARTS",3.9302,"G"
630,610,1240,"BUSINESS",3.1714,"G"
570,540,1110,"BUSINESS",3.1782,"G"
640,760,1400,"LIBERAL ARTS",3.8739,"G"
570,550,1120,"EDUCATION",3.4242,"G"
630,720,1350,"ENGINEERING",3.4532,"G"
570,690,1260,"ENGINEERING",3.2452,"G"
690,670,1360,"BUSINESS",3.8692,"G"
550,490,1040,"LIBERAL ARTS",3.2894,"G"
550,580,1130,"NATURAL SCIENCE",3.0808,"G"
650,570,1220,"BUSINESS",3.2868,"G"
590,670,1260,"NATURAL SCIENCE",3.2413,"G"
560,720,1280,"BUSINESS",2.8303,"G"
560,700,1260,"ENGINEERING",3.2523,"G"
540,650,1190,"LIBERAL ARTS",3.5538,"G"
740,590,1330,"LIBERAL ARTS",2.6614,"G"
510,670,1180,"LIBERAL ARTS",2.2016,"G"
560,610,1170,"LIBERAL ARTS",2.3357,"G"
580,660,1240,"ENGINEERING",3.3649,"G"
510,630,1140,"BUSINESS",3.6442,"G"
610,660,1270,"LIBERAL ARTS",3.3645,"G"
800,770,1570,"ENGINEERING",4,"G"
520,620,1140,"LIBERAL ARTS",3.0099,"G"
610,620,1230,"ENGINEERING",3.3394,"G"
580,560,1140,"NATURAL SCIENCE",3.6526,"G"
530,700,1230,"ENGINEERING",3.0087,"G"
510,600,1110,"NATURAL SCIENCE",3.2352,"G"
600,690,1290,"BUSINESS",3.4011,"G"
570,520,1090,"LIBERAL ARTS",2.4392,"G"
700,580,1280,"LIBERAL ARTS",3.3267,"G"
580,630,1210,"BUSINESS",3.6336,"G"
570,710,1280,"NATURAL SCIENCE",2.9837,"G"
670,520,1190,"NATURAL SCIENCE",2.3629,"G"
610,620,1230,"NATURAL SCIENCE",2.9361,"G"
540,590,1130,"COMMUNICATIONS",2.6465,"G"
760,680,1440,"ARCHITECTURE",3.619,"G"
600,590,1190,"LIBERAL ARTS",3.0505,"G"
660,680,1340,"ENGINEERING",2.5933,"G"
620,560,1180,"LIBERAL ARTS",3.504,"G"
610,650,1260,"BUSINESS",3.6,"G"
470,630,1100,"EDUCATION",3.3203,"G"
710,670,1380,"LIBERAL ARTS",3.4883,"G"
630,600,1230,"LIBERAL ARTS",3.2197,"G"
640,570,1210,"LIBERAL ARTS",3.1467,"G"
700,790,1490,"BUSINESS",3.445,"G"
540,560,1100,"FINE ARTS",2.9821,"G"
510,490,1000,"LIBERAL ARTS",3.3027,"G"
500,540,1040,"LIBERAL ARTS",3.0833,"G"
670,630,1300,"NATURAL SCIENCE",2.802,"G"
760,790,1550,"ENGINEERING",3.6744,"G"
630,690,1320,"ENGINEERING",2.6209,"G"
610,590,1200,"ENGINEERING",2.9701,"G"
540,470,1010,"LIBERAL ARTS",3.0877,"G"
720,790,1510,"NATURAL SCIENCE",3.3972,"G"
570,670,1240,"LIBERAL ARTS",2.5163,"G"
630,700,1330,"ENGINEERING",3.2713,"G"
550,540,1090,"LIBERAL ARTS",3.048,"G"
550,540,1090,"EDUCATION",3.344,"G"
730,590,1320,"LIBERAL ARTS",3.2743,"G"
680,630,1310,"LIBERAL ARTS",3.0956,"G"
560,700,1260,"LIBERAL ARTS",3.6259,"G"
620,620,1240,"NATURAL SCIENCE",2.88,"G"
470,690,1160,"LIBERAL ARTS",2.6319,"G"
630,610,1240,"BUSINESS",3.2079,"G"
610,590,1200,"NATURAL SCIENCE",3.032,"G"
430,470,900,"BUSINESS",2.4666,"G"
620,730,1350,"ENGINEERING",2.691,"G"
640,650,1290,"NATURAL SCIENCE",3.6486,"G"
540,600,1140,"FINE ARTS",3.0884,"G"
650,670,1320,"NATURAL SCIENCE",3.5963,"G"
540,640,1180,"ENGINEERING",3.0275,"G"
580,540,1120,"NATURAL SCIENCE",3.2777,"G"
520,670,1190,"BUSINESS",3.4818,"G"
710,620,1330,"LIBERAL ARTS",3.2293,"G"
520,580,1100,"BUSINESS",3.25,"G"
500,740,1240,"ENGINEERING",3.3307,"G"
530,480,1010,"LIBERAL ARTS",2.5547,"G"
670,590,1260,"LIBERAL ARTS",2.4202,"G"
710,700,1410,"NATURAL SCIENCE",3.2812,"G"
630,680,1310,"BUSINESS",3.3913,"G"
610,650,1260,"NATURAL SCIENCE",3.2056,"G"
